PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
543,Sacramento River,Suisun Bay,Gary Pylman vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5227938,38.36991101,187337,"CDFW 1994 survey: 1 vertical pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 4.46 cfs."
544,Sacramento River,Suisun Bay,Merritt Island pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5250673,38.37574416,189605,"CDFW 1994 survey: pipe located on the right bank. Not in use, pipe does not enter water. The pipe is cut off at the top of levee and there is no motor."
549,Sacramento River,Suisun Bay,Grand Island pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5117074,38.25047021,127935,CDFW 1994 survey: 1 pump located on the right bank. Intake size is 3 inches and operates for domestic purposes.
550,Sacramento River,Suisun Bay,Grand Island pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.515536,38.25547004,130226,CDFW 1994 survey: 1 pump located on the right bank. Intake size is 3 inches and operates for agricultural purposes.
547,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5114558,38.24797029,127010,CDFW 1994 survey: 1 centrifugal pump with horsepower of 10 located on the right bank. Intake size is 4 inches and operates for domestic purposes.
548,Sacramento River,Suisun Bay,Grand Island pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5117024,38.25019244,127922,CDFW 1994 survey: 1 pump located on the right bank. Intake size is 3 inches and operates for domestic purposes.
537,Sacramento River,Suisun Bay,Merritt Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5354389,38.35074488,178507,"CDFW 1994 survey: 1 vertical pump located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
538,Sacramento River,Suisun Bay,Merritt Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5304272,38.35518921,180661,"CDFW 1994 survey: 1 vertical pump with horsepower of 15 located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe. not in use same platform as 1370 "
535,Sacramento River,Suisun Bay,Merritt Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5423474,38.34741163,175948,"CDFW 1994 survey: 1 slant pump with horsepower of 10 located on the right bank. Intake size is 12 inches, water is discharged to earth ditch and operates for agricultural purposes."
536,Sacramento River,Suisun Bay,Merritt Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5370339,38.3496338,177812,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 40 located on the right bank. Intake size is 8 inches, water is discharged to orchard and operates for agricultural purposes."
541,Sacramento River,Suisun Bay,Merritt Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5225004,38.36213346,184223,"CDFW 1994 survey: 1 centrifugal pump located on the right bank. Intake size is 9 inches, water is discharged to concrete distribution box. not in use old cent. pump not in use "
542,Sacramento River,Suisun Bay,Merritt Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5221605,38.36602224,185879,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to earth ditch and operates for agricultural purposes."
539,Sacramento River,Suisun Bay,Merritt Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5307122,38.35518921,180653,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 25 located on the right bank. Intake size is 8 inches, water is discharged to vertical concrete pipe. not in use same platform as 1369 "
540,Sacramento River,Suisun Bay,Robert Pylman centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5274722,38.35796692,181992,"CDFW 1994 survey: 1 centrifugal pump located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 0.4 cfs. no motor attached "
529,Sacramento River,Suisun Bay,pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5481924,38.34518946,174116,CDFW 1994 survey: 1 pump located on the left bank. Intake size is 13 inches. Not in use abandoned; no motor attached
530,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.548224,38.34518946,174102,"CDFW 1994 survey: 1 vertical pump with horsepower of 30 located on the left bank. Intake size is 13 inches, water is discharged to earth ditch and operates for agricultural purposes. possibly a drain pump; from middle of orchard "
527,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.547899,38.34546723,174206,CDFW 1994 survey: 1 vertical pump with horsepower of 30 located on the left bank. Intake size is 12 inches and operates for unknown purposes. same platform as 1359 
528,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5478974,38.34546723,174207,CDFW 1994 survey: 1 centrifugal pump with horsepower of 25 located on the left bank. Intake size is 6 inches and operates for unknown purposes. same platform as 1358 
533,Sacramento River,Suisun Bay,Merritt Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.547164,38.34685608,174526,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
534,Sacramento River,Suisun Bay,Merritt Island pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5442024,38.34713386,175370,CDFW 1994 survey: 1 pump located on the right bank. Intake size is 9 inches. Not in use broken intake pipe-abandoned
531,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5523141,38.34435614,172890,"CDFW 1994 survey: 1 vertical pump with horsepower of 7.5 located on the left bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. platform in front of curtis hagens home "
532,Sacramento River,Suisun Bay,Reuben Genter vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5512308,38.34630053,173363,"CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the left bank. Intake size is 10 inches, water is discharged to concrete distribution box and operates for agricultural purposes. Diverts up to 1.34 cfs. also s2035 (1.11cfs); riparian water right "
521,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5277305,38.35546699,181254,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 5 located on the left bank. Intake size is 3 inches, water is discharged to vertical concrete pipe and operates for unknown purposes."
522,Sacramento River,Suisun Bay,John Roth pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5293888,38.35407814,180514,"CDFW 1994 survey: 1 pump located on the left bank. Intake size is 10 inches, water is discharged to concrete distribution box and operates for agricultural purposes. Diverts up to 2.35 cfs. 2.35cfs total for a005993 "
519,Sacramento River,Suisun Bay,John Roth centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5243587,38.35852246,182807,CDFW 1994 survey: 1 centrifugal pump with horsepower of 5 located on the left bank. Intake size is 4 inches and operates for domestic purposes. Diverts up to 2.35 cfs. 2.35cfs total for a005993; next to 1349 
520,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5262305,38.3571336,182000,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 10 located on the left bank. Intake size is 6 inches, water is discharged to underground and operates for agricultural purposes."
525,Sacramento River,Suisun Bay,Greene-hemly Packing Shed vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5388789,38.3468561,176840,"CDFW 1994 survey: 1 vertical pump with horsepower of 15 located on the left bank. Intake size is 10 inches, water is discharged to packing shed and operates for agricultural purposes. greene-hemly packing shed; pipe into shed "
526,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5433424,38.34574501,175557,CDFW 1994 survey: 1 centrifugal pump with horsepower of 60 located on the left bank. Intake size is 10 inches and operates for agricultural purposes.
523,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5329072,38.35074489,178950,"CDFW 1994 survey: 1 vertical pump with horsepower of 15 located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
524,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5340288,38.34963381,178423,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 20 located on the left bank. Intake size is 6 inches, water is discharged to underground and operates for agricultural purposes."
577,Sacramento River,Suisun Bay,Sutter Island unknown,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5752441,38.30685716,155845,CDFW 1994 survey: 1 unknown diversion located on the right bank. Intake size is 6 inches. not in useabandoned; intake doesn't extend to river;no pump attached.
578,Sacramento River,Suisun Bay,Sutter Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5759458,38.30824601,156348,CDFW 1994 survey: 1 centrifugal pump with horsepower of 10 located on the right bank. Intake size is 7 inches. not in use not in use; pipe capped off at levee land side 
575,Sacramento River,Suisun Bay,Grand Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5671739,38.29657972,151331,"CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for unknown purposes. bypass not in use "
576,Sacramento River,Suisun Bay,Grand Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.572704,38.30324616,154171,"CDFW 1994 survey: 1 vertical pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. intake has corragated pipe around intake pipe "
581,Sacramento River,Suisun Bay,Sutter Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5789127,38.3146347,158742,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 30 located on the right bank. Intake size is 8 inches, water is discharged to underground and operates for agricultural purposes."
582,Sacramento River,Suisun Bay,Sutter Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.578416,38.32046788,160858,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 75 located on the right bank. Intake size is 11 inches, water is discharged to underground and operates for agricultural purposes."
579,Sacramento River,Suisun Bay,Sutter Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5760976,38.30824601,156355,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 7 located on the right bank. Intake size is 3 inches, water is discharged to sprinklers and operates for agricultural purposes."
580,Sacramento River,Suisun Bay,R. G. Graham centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5784559,38.31269032,158001,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 40 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. 12236 hwy 160 "
569,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5594553,38.28935773,147850,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 2 located on the right bank. Intake size is 3 inches, water is discharged to underground and operates for agricultural purposes."
570,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.559457,38.28935773,147849,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 75 located on the right bank. Intake size is 13 inches, water is discharged to underground and operates for agricultural purposes."
567,Sacramento River,Suisun Bay,Pacific Fruit Farms centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5555252,38.28574674,146124,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 25 located on the right bank. Intake size is 6 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 7.8 cfs. same platform/discharge with 1397; also s2065-66,s8159 "
568,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.559462,38.28935773,147853,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the right bank. Intake size is 3 inches, water is discharged to underground and operates for agricultural purposes."
573,Sacramento River,Suisun Bay,Weidman Orchards slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5659905,38.29546865,150737,"CDFW 1994 survey: 1 slant pump with horsepower of 7.5 located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. weidman orchards "
574,Sacramento River,Suisun Bay,Grand Island pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5661638,38.29546865,150825,CDFW 1994 survey: 1 pump located on the right bank. Intake size is 5 inches and operates for domestic purposes.
571,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5631738,38.29269096,149462,"CDFW 1994 survey: 1 slant pump located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
572,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5647255,38.2940798,150117,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
561,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5440167,38.27713593,141590,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the right bank. Intake size is 9 inches, water is discharged to concrete box/pipe and operates for agricultural purposes."
562,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5445717,38.27769147,141847,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 10 located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
559,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5411666,38.27491379,140428,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 75 located on the right bank. Intake size is 12 inches, water is discharged to concrete box/pipe and operates for agricultural purposes."
560,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5411532,38.27491379,140426,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 3 located on the right bank. Intake size is 3 inches, water is discharged to pipe and operates for agricultural purposes. primer pump for 1390 "
565,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5526069,38.28324683,144994,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 40 located on the right bank. Intake size is 8 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
566,Sacramento River,Suisun Bay,Pacific Fruit Farms slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5555152,38.28574674,146118,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 7.8 cfs. same platform/discharge with 1398; also s2065-66,s8159 "
563,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5492518,38.28158023,143785,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
564,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5525319,38.28324683,144967,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
553,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5208511,38.25935878,132313,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the right bank. Intake size is 6 inches, water is discharged to underground and operates for agricultural purposes."
554,Sacramento River,Suisun Bay,Grand Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5208277,38.25935878,132320,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 2 located on the right bank. Intake size is 3 inches, water is discharged to underground and operates for agricultural purposes."
551,Sacramento River,Suisun Bay,Grand Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5180676,38.25741441,131271,"CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
552,Sacramento River,Suisun Bay,Grand Island,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.520827,38.259358,132313,
557,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5310846,38.26741405,136477,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
558,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5352764,38.27046951,138081,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the right bank. Intake size is 12 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
555,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5235512,38.26158093,133438,"CDFW 1994 survey: 1 slant pump with horsepower of 7.5 located on the right bank. Intake size is 10 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
556,Sacramento River,Suisun Bay,Grand Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5249662,38.262692,133986,"CDFW 1994 survey: 1 slant pump with horsepower of 7.5 located on the right bank. Intake size is 10 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
609,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5722857,38.30519056,154697,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
610,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5694107,38.30102402,152956,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
607,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5769459,38.31352363,158285,"CDFW 1994 survey: 1 slant pump with horsepower of 7.5 located on the left bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
608,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5758159,38.3101904,156966,"CDFW 1994 survey: 1 vertical pump with horsepower of 20 located on the left bank. Intake size is 10 inches, water is discharged to steel distribution box and operates for agricultural purposes."
613,Sacramento River,Suisun Bay,Vertical Pump,Diversion (screened/unscreened),Unknown/Diversion,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5623754,38.29324649,149466,CDFW 1994 survey: 1 vertical pump with horsepower of 2600GPM located on the left bank. Water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 6 cfs. 2600 gpm. There is a small dam composed of boulders and logs next to the pump.
614,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unknown/Diversion,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5589603,38.28991328,147968,"CDFW 1994 survey: 1 slant pump located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
611,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5671873,38.29824633,151793,"CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the left bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
612,Sacramento River,Suisun Bay,State Route 210,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5625754,38.29352427,149581,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 30 located on the left bank. Intake size is 6 inches, water is discharged to underground and operates for agricultural purposes."
601,Sacramento River,Suisun Bay,Courtland Marina pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5699943,38.33213422,165776,CDFW 1994 survey: pipe located on the left bank. Intake size is 6 inches and operates for unknown purposes. courtland marina 
602,Sacramento River,Suisun Bay,pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5710343,38.33130091,165306,"CDFW 1994 survey: pipe located on the left bank. Intake size is 2 inches, water is discharged to residence and operates for domestic purposes. in courtland goes into residence "
599,Sacramento River,Suisun Bay,Courtland Fire Dept Hydrants slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.569571,38.332412,165949,"CDFW 1994 survey: 1 slant pump with horsepower of 25 located on the left bank. Intake size is 10 inches, water is discharged to fire hydrants and operates for fire protect purposes. hydrants "
600,Sacramento River,Suisun Bay,Courtland Marina pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.570021,38.33213422,165783,CDFW 1994 survey: pipe located on the left bank. Intake size is 6 inches and operates for unknown purposes. courtland marina 
605,Sacramento River,Suisun Bay,pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5749143,38.32602328,163072,"CDFW 1994 survey: 1 pump located on the left bank. Intake size is 8 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
606,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5769643,38.31741241,159789,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 20 located on the left bank. Intake size is 13 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
603,Sacramento River,Suisun Bay,pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.573286,38.32852321,164128,CDFW 1994 survey: 1 pump located on the left bank. Intake size is 8 inches and operates for unknown purposes.
604,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5748593,38.32630105,163108,"CDFW 1994 survey: 1 centrifugal pump located on the left bank. Intake size is 16 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
593,Sacramento River,Suisun Bay,pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5556659,38.34352282,171877,CDFW 1994 survey: pipe located on the left bank. Intake size is 4 inches and operates for unknown purposes.
594,Sacramento River,Suisun Bay,pump truck,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5614226,38.34018957,169610,"CDFW 1994 survey: 1 pump truck located on the left bank. Intake size is 7 inches, water is discharged to pump truck and operates for fire protect purposes. same type of diversion as 1426 "
591,Sacramento River,Suisun Bay,pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5542508,38.3438006,172289,CDFW 1994 survey: pipe located on the left bank. Intake size is 12 inches and operates for unknown purposes.
592,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5556526,38.34352282,171880,"CDFW 1994 survey: 1 centrifugal pump located on the left bank. Intake size is 8 inches, water is discharged to underground and operates for unknown purposes."
597,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5627409,38.33880072,168980,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 75 located on the left bank. Intake size is 11 inches, water is discharged to underground and operates for agricultural purposes."
